artifact,path
_balance_comparison/claude-sonnet-4.5/balance_comparison.png,data/plots/myth_causal_neutral_directive_claude_r10_n10_combined/_balance_comparison/claude-sonnet-4.5/balance_comparison.png
_balance_comparison/claude-sonnet-4.5/delta_comparison.png,data/plots/myth_causal_neutral_directive_claude_r10_n10_combined/_balance_comparison/claude-sonnet-4.5/delta_comparison.png
_balance_comparison/claude-sonnet-4.5/deltas.csv,data/plots/myth_causal_neutral_directive_claude_r10_n10_combined/_balance_comparison/claude-sonnet-4.5/deltas.csv
run_metrics.csv,data/plots/myth_causal_neutral_directive_claude_r10_n10_combined/run_metrics.csv
summary_by_condition.csv,data/plots/myth_causal_neutral_directive_claude_r10_n10_combined/summary_by_condition.csv
trajectory_plotting/trajectory_plotting_individual_overlay.png,data/plots/myth_causal_neutral_directive_claude_r10_n10_combined/trajectory_plotting/trajectory_plotting_individual_overlay.png
trajectory_plotting/trajectory_plotting_summary.png,data/plots/myth_causal_neutral_directive_claude_r10_n10_combined/trajectory_plotting/trajectory_plotting_summary.png
trajectory_plotting/trajectory_points.csv,data/plots/myth_causal_neutral_directive_claude_r10_n10_combined/trajectory_plotting/trajectory_points.csv
trajectory_plotting_individual/game_only/myth_causal_neutral_directive_claude_r10_n5_000_neutral_rep00/trajectory_1_numerical.png,data/plots/myth_causal_neutral_directive_claude_r10_n10_combined/trajectory_plotting_individual/game_only/myth_causal_neutral_directive_claude_r10_n5_000_neutral_rep00/trajectory_1_numerical.png
trajectory_plotting_individual/game_only/myth_causal_neutral_directive_claude_r10_n5_000_neutral_rep00_2/trajectory_1_numerical.png,data/plots/myth_causal_neutral_directive_claude_r10_n10_combined/trajectory_plotting_individual/game_only/myth_causal_neutral_directive_claude_r10_n5_000_neutral_rep00_2/trajectory_1_numerical.png
trajectory_plotting_individual/game_only/myth_causal_neutral_directive_claude_r10_n5_001_neutral_rep01/trajectory_1_numerical.png,data/plots/myth_causal_neutral_directive_claude_r10_n10_combined/trajectory_plotting_individual/game_only/myth_causal_neutral_directive_claude_r10_n5_001_neutral_rep01/trajectory_1_numerical.png
trajectory_plotting_individual/game_only/myth_causal_neutral_directive_claude_r10_n5_001_neutral_rep01_2/trajectory_1_numerical.png,data/plots/myth_causal_neutral_directive_claude_r10_n10_combined/trajectory_plotting_individual/game_only/myth_causal_neutral_directive_claude_r10_n5_001_neutral_rep01_2/trajectory_1_numerical.png
trajectory_plotting_individual/game_only/myth_causal_neutral_directive_claude_r10_n5_002_neutral_rep02/trajectory_1_numerical.png,data/plots/myth_causal_neutral_directive_claude_r10_n10_combined/trajectory_plotting_individual/game_only/myth_causal_neutral_directive_claude_r10_n5_002_neutral_rep02/trajectory_1_numerical.png
