condition,condition_label,myth_topic,filename,num_rounds,mean_trust_ratio,std_trust_ratio,mean_return_ratio,std_return_ratio,mean_sent,mean_returned,cooperation_stability,final_cumulative_balance,final_agent_1_balance,final_agent_2_balance
game,Game Only,,10runs_model_comparison_000_neutral_2.json,15,0.5999999999999999,1.1102230246251565e-16,0.5,0.0,3.0,4.5,0.0,82.5,83.5,81.5
game,Game Only,,10runs_model_comparison_000_neutral_3.json,15,0.5999999999999999,1.1102230246251565e-16,0.5555555555555555,1.1102230246251565e-16,3.0,5.0,1.1102230246251565e-16,82.5,84.0,81.0
game,Game Only,,10runs_model_comparison_000_neutral_4.json,15,0.5999999999999999,1.1102230246251565e-16,0.5555555555555555,1.1102230246251565e-16,3.0,5.0,1.1102230246251565e-16,82.5,84.0,81.0
game,Game Only,,10runs_model_comparison_000_neutral_8.json,15,0.5999999999999999,1.1102230246251565e-16,0.5,0.0,3.0,4.5,0.0,82.5,83.5,81.5
game,Game Only,,10runs_model_comparison_000_neutral_9.json,15,0.5999999999999999,1.1102230246251565e-16,0.5555555555555555,1.1102230246251565e-16,3.0,5.0,1.1102230246251565e-16,82.5,84.0,81.0
game,Game Only,,10runs_model_comparison_000_neutral_5.json,15,0.5999999999999999,1.1102230246251565e-16,0.6666666666666665,1.1102230246251565e-16,3.0,6.0,1.1102230246251565e-16,82.5,85.0,80.0
game,Game Only,,10runs_model_comparison_000_neutral_6.json,15,0.5999999999999999,1.1102230246251565e-16,0.5,0.0,3.0,4.5,0.0,82.5,83.5,81.5
game,Game Only,,10runs_model_comparison_000_neutral_10.json,15,0.5999999999999999,1.1102230246251565e-16,0.5,0.0,3.0,4.5,0.0,82.5,83.5,81.5
game,Game Only,,10runs_model_comparison_000_neutral.json,15,0.5999999999999999,1.1102230246251565e-16,0.5,0.0,3.0,4.5,0.0,82.5,83.5,81.5
game,Game Only,,10runs_model_comparison_000_neutral_7.json,15,0.5999999999999999,1.1102230246251565e-16,0.5555555555555555,1.1102230246251565e-16,3.0,5.0,1.1102230246251565e-16,82.5,84.0,81.0
game_myth,Game → Myth,anything_myth_topic,10runs_model_comparison_003_neutral_anything_3.json,15,0.5999999999999999,1.1102230246251565e-16,0.5,0.0,3.0,4.5,0.0,82.5,83.5,81.5
game_myth,Game → Myth,anything_myth_topic,10runs_model_comparison_003_neutral_anything_2.json,15,0.5999999999999999,1.1102230246251565e-16,0.5,0.0,3.0,4.5,0.0,82.5,83.5,81.5
game_myth,Game → Myth,anything_myth_topic,10runs_model_comparison_003_neutral_anything_5.json,15,0.5999999999999999,1.1102230246251565e-16,0.6666666666666665,1.1102230246251565e-16,3.0,6.0,1.1102230246251565e-16,82.5,85.0,80.0
game_myth,Game → Myth,anything_myth_topic,10runs_model_comparison_003_neutral_anything_9.json,15,0.5999999999999999,1.1102230246251565e-16,0.5555555555555555,1.1102230246251565e-16,3.0,5.0,1.1102230246251565e-16,82.5,84.0,81.0
game_myth,Game → Myth,anything_myth_topic,10runs_model_comparison_003_neutral_anything_10.json,15,0.8000000000000003,2.220446049250313e-16,0.5833333333333334,0.0,4.0,7.0,0.0,97.5,99.0,96.0
game_myth,Game → Myth,anything_myth_topic,10runs_model_comparison_003_neutral_anything_8.json,15,0.5999999999999999,1.1102230246251565e-16,0.5,0.0,3.0,4.5,0.0,82.5,83.5,81.5
game_myth,Game → Myth,anything_myth_topic,10runs_model_comparison_003_neutral_anything_4.json,15,0.5999999999999999,1.1102230246251565e-16,0.5,0.0,3.0,4.5,0.0,82.5,83.5,81.5
game_myth,Game → Myth,anything_myth_topic,10runs_model_comparison_003_neutral_anything_7.json,15,0.5999999999999999,1.1102230246251565e-16,0.5555555555555555,1.1102230246251565e-16,3.0,5.0,1.1102230246251565e-16,82.5,84.0,81.0
game_myth,Game → Myth,anything_myth_topic,10runs_model_comparison_003_neutral_anything_6.json,15,0.5999999999999999,1.1102230246251565e-16,0.5,0.0,3.0,4.5,0.0,82.5,83.5,81.5
game_myth,Game → Myth,anything_myth_topic,10runs_model_comparison_003_neutral_anything.json,15,0.8000000000000003,2.220446049250313e-16,0.5805555555555555,0.010393492741038741,4.0,6.966666666666667,0.010393492741038741,97.5,98.5,96.5
game_myth,Game → Myth,trickster_myth_topic,10runs_model_comparison_004_neutral_trickster_betrayal_and_price.json,15,0.5999999999999999,1.1102230246251565e-16,0.5555555555555555,1.1102230246251565e-16,3.0,5.0,1.1102230246251565e-16,82.5,84.0,81.0
