artifact,path
_balance_comparison/claude-sonnet-4.5/balance_comparison.png,data/plots/myth_causal_noise_negative_informed_claude_pilot/_balance_comparison/claude-sonnet-4.5/balance_comparison.png
_balance_comparison/claude-sonnet-4.5/delta_comparison.png,data/plots/myth_causal_noise_negative_informed_claude_pilot/_balance_comparison/claude-sonnet-4.5/delta_comparison.png
_balance_comparison/claude-sonnet-4.5/deltas.csv,data/plots/myth_causal_noise_negative_informed_claude_pilot/_balance_comparison/claude-sonnet-4.5/deltas.csv
run_metrics.csv,data/plots/myth_causal_noise_negative_informed_claude_pilot/run_metrics.csv
summary_by_condition.csv,data/plots/myth_causal_noise_negative_informed_claude_pilot/summary_by_condition.csv
trajectory_plotting/trajectory_plotting_individual_overlay.png,data/plots/myth_causal_noise_negative_informed_claude_pilot/trajectory_plotting/trajectory_plotting_individual_overlay.png
trajectory_plotting/trajectory_plotting_summary.png,data/plots/myth_causal_noise_negative_informed_claude_pilot/trajectory_plotting/trajectory_plotting_summary.png
trajectory_plotting/trajectory_points.csv,data/plots/myth_causal_noise_negative_informed_claude_pilot/trajectory_plotting/trajectory_points.csv
trajectory_plotting_individual/game_only/myth_causal_noise_negative_informed_claude_pilot_000_neutral_rep00/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative_informed_claude_pilot/trajectory_plotting_individual/game_only/myth_causal_noise_negative_informed_claude_pilot_000_neutral_rep00/trajectory_1_numerical.png
trajectory_plotting_individual/game_only/myth_causal_noise_negative_informed_claude_pilot_001_neutral_rep01/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative_informed_claude_pilot/trajectory_plotting_individual/game_only/myth_causal_noise_negative_informed_claude_pilot_001_neutral_rep01/trajectory_1_numerical.png
trajectory_plotting_individual/game_only/myth_causal_noise_negative_informed_claude_pilot_002_neutral_rep02/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative_informed_claude_pilot/trajectory_plotting_individual/game_only/myth_causal_noise_negative_informed_claude_pilot_002_neutral_rep02/trajectory_1_numerical.png
trajectory_plotting_individual/myth_control/myth_causal_noise_negative_informed_claude_pilot_003_neutral_rep00_myth_control_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative_informed_claude_pilot/trajectory_plotting_individual/myth_control/myth_causal_noise_negative_informed_claude_pilot_003_neutral_rep00_myth_control_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_control/myth_causal_noise_negative_informed_claude_pilot_004_neutral_rep01_myth_control_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative_informed_claude_pilot/trajectory_plotting_individual/myth_control/myth_causal_noise_negative_informed_claude_pilot_004_neutral_rep01_myth_control_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_control/myth_causal_noise_negative_informed_claude_pilot_005_neutral_rep02_myth_control_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative_informed_claude_pilot/trajectory_plotting_individual/myth_control/myth_causal_noise_negative_informed_claude_pilot_005_neutral_rep02_myth_control_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative_informed_claude_pilot_006_neutral_rep00_myth_game_directive_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative_informed_claude_pilot/trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative_informed_claude_pilot_006_neutral_rep00_myth_game_directive_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative_informed_claude_pilot_007_neutral_rep01_myth_game_directive_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative_informed_claude_pilot/trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative_informed_claude_pilot_007_neutral_rep01_myth_game_directive_anything/trajectory_1_numerical.png
trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative_informed_claude_pilot_008_neutral_rep02_myth_game_directive_anything/trajectory_1_numerical.png,data/plots/myth_causal_noise_negative_informed_claude_pilot/trajectory_plotting_individual/myth_game_directive/myth_causal_noise_negative_informed_claude_pilot_008_neutral_rep02_myth_game_directive_anything/trajectory_1_numerical.png
